idarticulo,codigo,tiempogarantia,idproducto,idproducto,nombre,descripcion,precio,estado,fecharegistro,tiempogarantia,idtipo,idmarca,idgenero,idtipo,tipo,idmarca,nombre,idgenero,genero,idcategoria,categoria
idarticulo,codigo,tiempogarantia,idproducto,idproducto,nombre,descripcion,precio,estado,fecharegistro,tiempogarantia,idtipo,idmarca,idgenero,idtipo,tipo,idmarca,nombre,idgenero,genero,idcategoria,categoria
